INFO 2024-09-06 14:24:56,980 autoreload Watching for file changes with StatReloader
DEBUG 2024-09-06 14:24:58,109 autoreload File /opt/homebrew/lib/python3.12/site-packages/django/contrib/admin/migrations/0003_logentry_add_action_flag_choices.py first seen with mtime 1725507324.9611607
DEBUG 2024-09-06 14:24:58,109 autoreload File /opt/homebrew/lib/python3.12/site-packages/django/contrib/sessions/migrations/0001_initial.py first seen with mtime 1725507325.2223163
DEBUG 2024-09-06 14:24:58,109 autoreload File /Users/bcariddi/playground/django-eliminator/eliminator/picks/migrations/0007_alter_pick_correct.py first seen with mtime 1725570483.7210553
DEBUG 2024-09-06 14:24:58,110 autoreload File /opt/homebrew/lib/python3.12/site-packages/django/conf/urls/__init__.py first seen with mtime 1725507324.910168
DEBUG 2024-09-06 14:25:47,697 autoreload File /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py previous mtime: 1725650696.293175, current mtime: 1725650746.8737957
DEBUG 2024-09-06 14:25:47,698 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py notified as changed. Signal results: [(<function template_changed at 0x106336de0>, None), (<function translation_file_changed at 0x110b74720>, None)].
INFO 2024-09-06 14:25:47,698 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:25:48,031 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:25:55,506 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:25:55,679 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2024-09-06 14:26:00,925 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:26:02,804 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:26:12,564 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:26:12,944 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:26:14,046 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:26:14,256 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:26:15,754 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:26:18,769 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:26:20,678 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:26:22,221 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:44:26,195 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 14:44:26,722 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:44:34,818 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:44:35,038 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2024-09-06 14:44:37,520 basehttp "GET /picks/league_create/ HTTP/1.1" 200 756
INFO 2024-09-06 14:44:39,465 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:44:41,567 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:45:46,944 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:45:47,351 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:45:49,632 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:45:52,725 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:45:53,787 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:45:54,890 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:45:59,402 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:46:05,133 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:46:10,376 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:46:41,134 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 14:46:41,552 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:46:42,007 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:46:43,479 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 14:48:50,570 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:48:51,038 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:48:58,195 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/eliminator/settings.py changed, reloading.
INFO 2024-09-06 14:48:58,523 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:50:22,258 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:50:23,531 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:51:17,377 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 14:51:17,705 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 14:51:21,692 views Current user: admin
INFO 2024-09-06 14:51:21,692 views Current player: ADMIN
INFO 2024-09-06 14:51:21,701 basehttp "GET /picks/ HTTP/1.1" 200 834
INFO 2024-09-06 14:51:21,890 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2024-09-06 14:51:26,265 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:00:20,714 basehttp "GET /picks/league_create/ HTTP/1.1" 200 756
INFO 2024-09-06 15:00:20,866 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2024-09-06 15:00:42,090 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:00:42,785 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:00:44,366 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:00:45,852 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:03:00,771 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:03:01,168 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:03:07,318 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:03:07,630 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:03:13,772 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:03:14,090 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:03:17,419 views HERE
INFO 2024-09-06 15:03:17,420 views User admin is in leagues [<League: DummyLeague (2024)>]
INFO 2024-09-06 15:03:17,428 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:11:48,566 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:11:48,961 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:14:38,105 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:14:38,505 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:15:07,909 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:15:08,237 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:15:21,434 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:15:21,784 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:15:27,144 views User admin is in leagues <QuerySet [1]>
INFO 2024-09-06 15:15:27,153 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:15:27,417 basehttp "GET /static/css/main.css HTTP/1.1" 304 0
INFO 2024-09-06 15:15:29,092 views User admin is in leagues <QuerySet [1]>
INFO 2024-09-06 15:15:29,095 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:15:38,151 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:15:38,458 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:15:40,380 views User admin is in leagues [1]
INFO 2024-09-06 15:15:40,415 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:15:54,787 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:15:55,122 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:16:00,309 views User admin is in leagues [1]
ERROR 2024-09-06 15:16:00,369 log Internal Server Error: /picks/league_select/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 77, in league_select
    return render(request, 'picks/league_select.html', context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/backends/django.py", line 107, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/loader_tags.py", line 159, in render
    return compiled_parent._render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/loader_tags.py", line 65, in render
    result = block.nodelist.render(context)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 327, in render
    return nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 243, in render
    nodelist.append(node.render_annotated(context))
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 327, in render
    return nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/urls/base.py", line 88, in reverse
    return resolver._reverse_with_prefix(view, prefix, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/urls/resolvers.py", line 831, in _reverse_with_prefix
    raise NoReverseMatch(msg)
django.urls.exceptions.NoReverseMatch: Reverse for 'league_leave' not found. 'league_leave' is not a valid view function or pattern name.
ERROR 2024-09-06 15:16:00,371 basehttp "GET /picks/league_select/ HTTP/1.1" 500 190197
INFO 2024-09-06 15:19:50,352 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:19:50,766 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:19:55,916 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:19:56,226 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:20:00,908 views User admin is in leagues [1]
INFO 2024-09-06 15:20:00,918 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1632
WARNING 2024-09-06 15:20:03,424 log Forbidden (CSRF token missing.): /picks/league_select/
WARNING 2024-09-06 15:20:03,425 basehttp "POST /picks/league_select/ HTTP/1.1" 403 2491
INFO 2024-09-06 15:20:22,481 views User admin is in leagues [1]
INFO 2024-09-06 15:20:22,485 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1636
INFO 2024-09-06 15:20:23,483 views User admin is in leagues [1]
INFO 2024-09-06 15:20:23,489 basehttp "POST /picks/league_select/ HTTP/1.1" 200 1779
INFO 2024-09-06 15:20:27,586 views User admin is in leagues []
ERROR 2024-09-06 15:20:27,622 log Internal Server Error: /picks/league_select/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 76, in league_select
    league_player = LeaguePlayer.objects.get(
                    ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.LeaguePlayer.DoesNotExist: LeaguePlayer matching query does not exist.
ERROR 2024-09-06 15:20:27,624 basehttp "POST /picks/league_select/ HTTP/1.1" 500 81124
INFO 2024-09-06 15:20:30,002 views User admin is in leagues []
ERROR 2024-09-06 15:20:30,025 log Internal Server Error: /picks/league_select/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 76, in league_select
    league_player = LeaguePlayer.objects.get(
                    ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.LeaguePlayer.DoesNotExist: LeaguePlayer matching query does not exist.
ERROR 2024-09-06 15:20:30,027 basehttp "POST /picks/league_select/ HTTP/1.1" 500 81124
INFO 2024-09-06 15:20:32,752 views User admin is in leagues []
INFO 2024-09-06 15:20:32,755 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:20:35,211 views User admin is in leagues []
INFO 2024-09-06 15:20:35,213 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:20:38,217 views User admin is in leagues []
INFO 2024-09-06 15:20:38,223 basehttp "POST /picks/league_select/ HTTP/1.1" 302 0
INFO 2024-09-06 15:20:38,239 views Current user: admin
INFO 2024-09-06 15:20:38,239 views Current player: ADMIN
INFO 2024-09-06 15:20:38,259 basehttp "GET /picks/ HTTP/1.1" 200 979
INFO 2024-09-06 15:20:40,109 views User admin is in leagues [1]
INFO 2024-09-06 15:20:40,115 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1636
INFO 2024-09-06 15:20:42,083 views User admin is in leagues [1]
INFO 2024-09-06 15:20:42,106 basehttp "POST /picks/league_select/ HTTP/1.1" 200 1779
INFO 2024-09-06 15:20:53,299 autoreload /Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py changed, reloading.
INFO 2024-09-06 15:20:53,981 autoreload Watching for file changes with StatReloader
INFO 2024-09-06 15:20:54,801 views User admin is in leagues []
ERROR 2024-09-06 15:20:54,823 log Internal Server Error: /picks/league_select/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/contrib/auth/decorators.py", line 60, in _view_wrapper
    return view_func(request, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 76, in league_select
    league_player = LeaguePlayer.objects.get(
                    ^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/manager.py", line 87, in manager_method
    return getattr(self.get_queryset(), name)(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/db/models/query.py", line 649, in get
    raise self.model.DoesNotExist(
picks.models.LeaguePlayer.DoesNotExist: LeaguePlayer matching query does not exist.
ERROR 2024-09-06 15:20:54,825 basehttp "POST /picks/league_select/ HTTP/1.1" 500 81170
INFO 2024-09-06 15:20:56,114 views User admin is in leagues []
INFO 2024-09-06 15:20:56,122 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:20:56,746 views User admin is in leagues []
INFO 2024-09-06 15:20:56,747 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:20:58,827 views Current user: admin
INFO 2024-09-06 15:20:58,828 views Current player: ADMIN
INFO 2024-09-06 15:20:58,832 basehttp "GET /picks/ HTTP/1.1" 200 737
INFO 2024-09-06 15:20:59,618 views Current user: admin
INFO 2024-09-06 15:20:59,619 views Current player: ADMIN
INFO 2024-09-06 15:20:59,620 basehttp "GET /picks/ HTTP/1.1" 200 737
INFO 2024-09-06 15:21:00,615 views User admin is in leagues []
INFO 2024-09-06 15:21:00,617 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:21:03,552 views User admin is in leagues []
INFO 2024-09-06 15:21:03,555 basehttp "POST /picks/league_select/ HTTP/1.1" 302 0
INFO 2024-09-06 15:21:03,563 views Current user: admin
INFO 2024-09-06 15:21:03,563 views Current player: ADMIN
INFO 2024-09-06 15:21:03,565 basehttp "GET /picks/ HTTP/1.1" 200 979
INFO 2024-09-06 15:21:05,961 views User admin is in leagues [1]
INFO 2024-09-06 15:21:05,966 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1636
INFO 2024-09-06 15:21:06,902 views User admin is in leagues [1]
INFO 2024-09-06 15:21:06,906 basehttp "POST /picks/league_select/ HTTP/1.1" 302 0
INFO 2024-09-06 15:21:06,914 views Current user: admin
INFO 2024-09-06 15:21:06,915 views Current player: ADMIN
INFO 2024-09-06 15:21:06,916 basehttp "GET /picks/ HTTP/1.1" 200 880
INFO 2024-09-06 15:21:09,146 views User admin is in leagues []
INFO 2024-09-06 15:21:09,149 basehttp "GET /picks/league_select/ HTTP/1.1" 200 1798
INFO 2024-09-06 15:21:10,900 views Current user: admin
INFO 2024-09-06 15:21:10,900 views Current player: ADMIN
INFO 2024-09-06 15:21:10,901 basehttp "GET /picks/ HTTP/1.1" 200 737
INFO 2024-09-06 15:21:11,725 views Current user: admin
INFO 2024-09-06 15:21:11,726 views Current player: ADMIN
INFO 2024-09-06 15:21:11,727 basehttp "GET /picks/ HTTP/1.1" 200 737
INFO 2024-09-06 15:28:38,743 views Current user: admin
INFO 2024-09-06 15:28:38,744 views Current player: ADMIN
ERROR 2024-09-06 15:28:38,899 log Internal Server Error: /picks/
Traceback (most recent call last):
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/core/handlers/base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/Users/bcariddi/playground/django-eliminator/eliminator/picks/views.py", line 32, in index
    return render(request, 'picks/index.html', context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/shortcuts.py", line 25, in render
    content = loader.render_to_string(template_name, context, request, using=using)
              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/loader.py", line 62, in render_to_string
    return template.render(context, request)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/backends/django.py", line 107, in render
    return self.template.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 171, in render
    return self._render(context)
           ^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/loader_tags.py", line 159, in render
    return compiled_parent._render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 163, in _render
    return self.nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 327, in render
    return nodelist.render(context)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 1008, in render
    return SafeString("".join([node.render_annotated(context) for node in self]))
                               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/base.py", line 969, in render_annotated
    return self.render(context)
           ^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/template/defaulttags.py", line 480, in render
    url = reverse(view_name, args=args, kwargs=kwargs, current_app=current_app)
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/opt/homebrew/lib/python3.12/site-packages/django/urls/base.py", line 88, in reverse
